,Chromosome,Start_x,End,Start_y,Count
280,1,1396486,1396487,1396486,1
281,1,1398218,1398219,1398218,2
282,1,1398672,1398673,1398672,4
283,1,1399922,1399923,1399922,14
284,1,1400410,1400411,1400410,8
285,1,1400626,1400627,1400626,62
286,1,1400756,1400757,1400756,2
287,1,1401098,1401099,1401098,4
288,1,1401246,1401247,1401246,4
289,1,1401954,1401955,1401954,2
290,1,1402900,1402901,1402900,14
291,1,1403240,1403241,1403240,10
292,1,1403593,1403594,1403593,2
293,1,1403908,1403909,1403908,4
294,1,1404904,1404905,1404904,5
295,1,1405316,1405317,1405316,12
296,1,1407565,1407566,1407565,1
297,1,1407755,1407756,1407755,1
298,1,1408286,1408287,1408286,4
299,1,1408687,1408688,1408687,2
300,1,1409306,1409307,1409306,4
301,1,1409623,1409624,1409623,2
302,1,1413898,1413899,1413898,2
303,1,1415754,1415755,1415754,2
304,1,1415762,1415763,1415762,2
305,1,1417000,1417001,1417000,2
306,1,1417031,1417032,1417031,2
307,1,1417046,1417047,1417046,2
308,1,1418181,1418182,1418181,2
309,1,1424459,1424460,1424459,1
310,1,1426261,1426262,1426261,2
311,1,1426810,1426811,1426810,2
312,1,1427029,1427030,1427029,1
313,1,1430906,1430907,1430906,1
314,1,1432219,1432220,1432219,1
315,1,1432319,1432320,1432319,1
316,1,1434243,1434244,1434243,3
317,1,1446303,1446304,1446303,1
318,1,1448537,1448538,1448537,1
319,1,1454506,1454507,1454506,1
320,1,1456068,1456069,1456068,2
321,1,1456652,1456653,1456652,1
322,1,1457059,1457060,1457059,1
323,1,1457060,1457061,1457060,1
324,1,1457342,1457343,1457342,1
325,1,1458383,1458384,1458383,1
326,1,1460858,1460859,1460858,1
327,1,1460958,1460959,1460958,1
328,1,1461283,1461284,1461283,1
329,1,1462517,1462518,1462517,1
330,1,1463825,1463826,1463825,22
331,1,1468062,1468063,1468062,1
332,1,1468254,1468255,1468254,1
333,1,1469469,1469470,1469469,1
334,1,1472360,1472361,1472360,21
335,1,1473170,1473171,1473170,1
336,1,1476928,1476929,1476928,1
337,1,1477279,1477280,1477279,1
338,1,1478504,1478505,1478504,2
339,1,1484697,1484698,1484697,21
340,1,1485189,1485190,1485189,18
341,1,1485282,1485283,1485282,2
342,1,1485510,1485511,1485510,1
343,1,1486372,1486373,1486372,1
344,1,1489916,1489917,1489916,9
345,1,1490027,1490028,1490027,3
346,1,1490032,1490033,1490032,3
347,1,1490122,1490123,1490122,1
348,1,1490436,1490437,1490436,10
349,1,1494105,1494106,1494105,1
350,1,1494616,1494617,1494616,8
351,1,1495205,1495206,1495205,1
352,1,1495221,1495222,1495221,1
353,1,1495222,1495223,1495222,1
354,1,1495236,1495237,1495236,1
355,1,1495327,1495328,1495327,1
356,1,1495605,1495606,1495605,7
357,1,1496122,1496123,1496122,6
358,1,1496498,1496499,1496498,1
359,1,1497105,1497106,1497105,6
360,1,1497758,1497759,1497758,6
361,1,1499000,1499001,1499000,6
362,1,1499128,1499129,1499128,3
363,1,1499639,1499640,1499639,6
364,1,1500526,1500527,1500526,2
365,1,1502497,1502498,1502497,1
366,1,1507829,1507830,1507829,1
367,1,1508732,1508733,1508732,1
368,1,1509777,1509778,1509777,2
369,1,1510122,1510123,1510122,1
370,1,1510841,1510842,1510841,1
371,1,1511549,1511550,1511549,1
372,1,1516000,1516001,1516000,1
373,1,1518285,1518286,1518285,1
374,1,1518541,1518542,1518541,1
375,1,1520463,1520464,1520463,6
376,1,1520875,1520876,1520875,1
377,1,1522905,1522906,1522905,1
378,1,1523187,1523188,1523187,1
379,1,1524202,1524203,1524202,1
380,1,1524911,1524912,1524911,1
381,1,1526169,1526170,1526169,1
382,1,1527386,1527387,1527386,1
383,1,1528178,1528179,1528178,1
384,1,1531589,1531590,1531589,2
385,1,1534402,1534403,1534402,1
386,1,1534481,1534482,1534481,6
387,1,1534915,1534916,1534915,1
388,1,1535017,1535018,1535017,1
389,1,1535746,1535747,1535746,1
390,1,1536667,1536668,1536667,1
391,1,1538658,1538659,1538658,1
392,1,1558462,1558463,1558462,5
393,1,1562701,1562702,1562701,4
394,1,1585173,1585174,1585173,2
395,1,1585372,1585373,1585372,2
396,1,1585717,1585718,1585717,2
397,1,1586215,1586216,1586215,2
398,1,1590785,1590786,1590785,2
399,1,1590792,1590793,1590792,2
400,1,1593003,1593004,1593003,1
401,1,1595384,1595385,1595384,1
402,1,1596882,1596883,1596882,1
403,1,1607630,1607631,1607630,1
404,1,1609890,1609891,1609890,2
405,1,1611569,1611570,1611569,1
406,1,1613322,1613323,1613322,2
407,1,1613421,1613422,1613421,2
408,1,1613769,1613770,1613769,2
409,1,1615322,1615323,1615322,2
410,1,1615731,1615732,1615731,1
411,1,1615869,1615870,1615869,2
412,1,1616547,1616548,1616547,2
413,1,1617375,1617376,1617375,3
414,1,1618213,1618214,1618213,3
415,1,1618290,1618291,1618290,3
416,1,1619986,1619987,1619986,3
417,1,1621352,1621353,1621352,2
418,1,1622103,1622104,1622103,1
419,1,1624591,1624592,1624591,2
420,1,1624723,1624724,1624723,2
421,1,1627156,1627157,1627156,3
422,1,1629332,1629333,1629332,2
423,1,1630798,1630799,1630798,2
424,1,1634913,1634914,1634913,1
425,1,1636278,1636279,1636278,2
426,1,1637577,1637578,1637577,8
427,1,1638657,1638658,1638657,2
428,1,1638879,1638880,1638879,26
429,1,1639685,1639686,1639685,36
430,1,1641261,1641262,1641261,3
431,1,1646225,1646226,1646225,1
432,1,1648736,1648737,1648736,2
433,1,1649846,1649847,1649846,4
434,1,1649858,1649859,1649858,2
435,1,1649884,1649885,1649884,1
436,1,1649932,1649933,1649932,1
437,1,1651653,1651654,1651653,4
438,1,1652913,1652914,1652913,12
439,1,1655861,1655862,1655861,6
440,1,1655886,1655887,1655886,3
441,1,1657081,1657082,1657081,8
442,1,1657093,1657094,1657093,16
443,1,1658830,1658831,1658830,187
444,1,1658866,1658867,1658866,9
445,1,1659060,1659061,1659060,91
446,1,1659065,1659066,1659065,5
447,1,1659114,1659115,1659114,9
448,1,1659220,1659221,1659220,7
449,1,1660683,1660684,1660683,4
450,1,1661177,1661178,1661177,54
451,1,1661420,1661421,1661420,6
452,1,1662738,1662739,1662738,1
453,1,1663380,1663381,1663380,4
454,1,1663383,1663384,1663383,1
455,1,1663385,1663386,1663385,4
456,1,1663402,1663403,1663402,2
457,1,1663463,1663464,1663463,1
458,1,1663961,1663962,1663961,3
459,1,1664428,1664429,1664428,3
460,1,1665061,1665062,1665061,126
461,1,1665535,1665536,1665535,5
462,1,1665581,1665582,1665581,79
463,1,1667133,1667134,1667133,1
464,1,1667722,1667723,1667722,10
465,1,1667922,1667923,1667922,11
466,1,1667948,1667949,1667948,85
467,1,1668108,1668109,1668108,13
468,1,1668542,1668543,1668542,77
469,1,1668717,1668718,1668717,74
470,1,1668721,1668722,1668721,37
471,1,1669576,1669577,1669576,56
472,1,1669613,1669614,1669613,60
473,1,1671097,1671098,1671097,6
474,1,1671148,1671149,1671148,5
475,1,1671797,1671798,1671797,39
476,1,1671995,1671996,1671995,69
477,1,1673060,1673061,1673060,66
478,1,1673818,1673819,1673818,91
479,1,1673968,1673969,1673968,10
480,1,1674720,1674721,1674720,95
481,1,1674848,1674849,1674848,9
482,1,1674868,1674869,1674868,104
483,1,1675132,1675133,1675132,1
484,1,1676790,1676791,1676790,85
485,1,1677720,1677721,1677720,75
486,1,1677726,1677727,1677726,80
487,1,1678268,1678269,1678268,1
488,1,1679993,1679994,1679993,6
489,1,1680214,1680215,1680214,4
490,1,1680556,1680557,1680556,4
491,1,1680672,1680673,1680672,4
492,1,1681164,1681165,1681164,2
493,1,1683909,1683910,1683909,5
494,1,1684266,1684267,1684266,3
495,1,1684308,1684309,1684308,6
496,1,1684619,1684620,1684619,4
497,1,1686017,1686018,1686017,3
498,1,1686147,1686148,1686147,7
499,1,1687061,1687062,1687061,3
500,1,1687153,1687154,1687153,7
501,1,1687159,1687160,1687159,5
502,1,1687236,1687237,1687236,8
503,1,1687643,1687644,1687643,7
504,1,1688328,1688329,1688328,2
505,1,1688409,1688410,1688409,11
506,1,1688586,1688587,1688586,2
507,1,1688619,1688620,1688619,2
508,1,1688647,1688648,1688647,3
509,1,1689221,1689222,1689221,16
510,1,1689421,1689422,1689421,24
511,1,1689446,1689447,1689446,23
512,1,1689465,1689466,1689465,18
513,1,1690308,1690309,1690308,5
514,1,1690846,1690847,1690846,4
515,1,1694109,1694110,1694109,1
516,1,1694167,1694168,1694167,19
517,1,1695005,1695006,1695005,1
518,1,1696117,1696118,1696117,24
519,1,1696366,1696367,1696366,25
520,1,1696758,1696759,1696758,14
521,1,1697467,1697468,1697467,38
522,1,1699237,1699238,1699237,1
523,1,1703565,1703566,1703565,3
524,1,1703958,1703959,1703958,1
525,1,1703968,1703969,1703968,5
526,1,1703982,1703983,1703982,14
527,1,1704178,1704179,1704178,14
528,1,1704180,1704181,1704180,42
529,1,1704310,1704311,1704310,65
530,1,1704489,1704490,1704489,2
531,1,1704605,1704606,1704605,50
532,1,1704716,1704717,1704716,14
533,1,1704763,1704764,1704763,14
534,1,1704835,1704836,1704835,113
535,1,1706067,1706068,1706067,99
536,1,1706352,1706353,1706352,13
537,1,1706566,1706567,1706566,43
538,1,1706748,1706749,1706748,2
539,1,1707607,1707608,1707607,1
540,1,1707623,1707624,1707623,1
541,1,1708051,1708052,1708051,1
542,1,1708362,1708363,1708362,3
543,1,1708770,1708771,1708770,3
544,1,1713674,1713675,1713674,2
545,1,1713751,1713752,1713751,4
546,1,1713927,1713928,1713927,2
547,1,1714523,1714524,1714523,2
548,1,1714932,1714933,1714932,76
549,1,1714987,1714988,1714987,2
550,1,1715745,1715746,1715745,13
551,1,1715838,1715839,1715838,63
552,1,1716489,1716490,1716489,6
553,1,1716966,1716967,1716966,1
554,1,1717376,1717377,1717376,35
555,1,1717953,1717954,1717953,30
556,1,1719189,1719190,1719189,2
557,1,1719740,1719741,1719740,3
558,1,1719827,1719828,1719827,1
559,1,1719896,1719897,1719896,2
560,1,1720192,1720193,1720192,97
561,1,1720548,1720549,1720548,2
562,1,1720859,1720860,1720859,11
563,1,1724035,1724036,1724035,3
564,1,1724360,1724361,1724360,14
565,1,1724382,1724383,1724382,13
566,1,1724428,1724429,1724428,2
567,1,1724489,1724490,1724489,38
568,1,1724543,1724544,1724543,3
569,1,1724661,1724662,1724661,17
570,1,1725719,1725720,1725719,1
571,1,1726904,1726905,1726904,7
572,1,1728274,1728275,1728274,1
573,1,1728604,1728605,1728604,2
574,1,1729403,1729404,1729403,2
575,1,1729539,1729540,1729539,2
576,1,1730099,1730100,1730099,2
577,1,1730265,1730266,1730265,2
578,1,1730405,1730406,1730405,7
579,1,1730989,1730990,1730989,4
580,1,1731093,1731094,1731093,2
581,1,1731456,1731457,1731456,4
582,1,1731963,1731964,1731963,1
583,1,1732013,1732014,1732013,6
584,1,1732166,1732167,1732166,1
585,1,1732392,1732393,1732392,4
586,1,1732412,1732413,1732412,4
587,1,1732422,1732423,1732422,2
588,1,1732580,1732581,1732580,4
589,1,1732685,1732686,1732685,1
590,1,1732834,1732835,1732834,5
591,1,1733576,1733577,1733576,2
592,1,1734174,1734175,1734174,4
593,1,1734263,1734264,1734263,9
594,1,1734301,1734302,1734301,4
595,1,1734308,1734309,1734308,4
596,1,1734899,1734900,1734899,1
597,1,1735087,1735088,1735087,2
598,1,1735176,1735177,1735176,4
599,1,1735286,1735287,1735286,2
600,1,1735370,1735371,1735370,5
601,1,1735814,1735815,1735814,4
602,1,1735884,1735885,1735884,5
603,1,1735932,1735933,1735932,4
604,1,1735980,1735981,1735980,2
605,1,1736472,1736473,1736472,5
606,1,1736729,1736730,1736729,2
607,1,1737504,1737505,1737504,1
608,1,1737789,1737790,1737789,1
609,1,1738207,1738208,1738207,2
610,1,1738597,1738598,1738597,2
611,1,1738606,1738607,1738606,2
612,1,1739098,1739099,1739098,1
613,1,1740107,1740108,1740107,5
614,1,1740160,1740161,1740160,5
615,1,1740343,1740344,1740343,2
616,1,1740427,1740428,1740427,8
617,1,1740703,1740704,1740703,1
618,1,1740869,1740870,1740869,1
619,1,1741091,1741092,1741091,4
620,1,1741174,1741175,1741174,1
621,1,1741497,1741498,1741497,1
622,1,1742080,1742081,1742080,8
623,1,1742432,1742433,1742432,3
624,1,1742468,1742469,1742468,3
625,1,1742470,1742471,1742470,11
626,1,1742587,1742588,1742587,7
627,1,1742672,1742673,1742672,6
628,1,1743238,1743239,1743238,6
629,1,1743565,1743566,1743565,4
630,1,1743714,1743715,1743714,2
631,1,1744499,1744500,1744499,56
632,1,1744652,1744653,1744652,14
633,1,1748780,1748781,1748780,1
634,1,1749826,1749827,1749826,1
635,1,1750226,1750227,1750226,6
636,1,1750280,1750281,1750280,1
637,1,1750428,1750429,1750428,1
638,1,1750440,1750441,1750440,2
639,1,1751981,1751982,1751981,2
640,1,1752126,1752127,1752126,3
641,1,1752461,1752462,1752461,2
642,1,1752730,1752731,1752730,1
643,1,1753033,1753034,1753033,1
644,1,1753319,1753320,1753319,1
645,1,1753361,1753362,1753361,1
646,1,1753774,1753775,1753774,4
647,1,1754482,1754483,1754482,1
648,1,1754601,1754602,1754601,7
649,1,1755504,1755505,1755504,3
650,1,1755523,1755524,1755523,2
651,1,1756043,1756044,1756043,2
652,1,1756186,1756187,1756186,3
653,1,1756753,1756754,1756753,3
654,1,1756945,1756946,1756945,29
655,1,1757030,1757031,1757030,4
656,1,1757074,1757075,1757074,6
657,1,1757725,1757726,1757725,6
658,1,1758323,1758324,1758323,4
659,1,1758687,1758688,1758687,5
660,1,1759354,1759355,1759354,2
661,1,1759611,1759612,1759611,1
662,1,1760882,1760883,1760882,1
663,1,1763634,1763635,1763634,1
664,1,1764023,1764024,1764023,3
665,1,1764135,1764136,1764135,1
666,1,1764392,1764393,1764392,1
667,1,1766668,1766669,1766668,1
668,1,1769969,1769970,1769969,2
669,1,1771802,1771803,1771802,1
670,1,1774334,1774335,1774334,1
671,1,1774697,1774698,1774697,2
672,1,1774721,1774722,1774721,2
673,1,1775447,1775448,1775447,8
674,1,1789499,1789500,1789499,3
675,1,1793822,1793823,1793822,1
676,1,1795751,1795752,1795751,1
677,1,1797248,1797249,1797248,1
678,1,1801780,1801781,1801780,1
679,1,1811082,1811083,1811082,1
680,1,1811084,1811085,1811084,1
681,1,1813175,1813176,1813175,1
682,1,1813304,1813305,1813304,15
683,1,1814287,1814288,1814287,6
684,1,1841049,1841050,1841049,1
685,1,1843736,1843737,1843736,1
686,1,1849906,1849907,1849906,1
687,1,1851793,1851794,1851793,4
688,1,1875837,1875838,1875837,1
689,1,1875912,1875913,1875912,1
690,1,1893169,1893170,1893169,3
691,1,1895880,1895881,1895880,1
692,1,1896693,1896694,1896693,1
693,1,1898612,1898613,1898612,1
694,1,1914634,1914635,1914634,3
695,1,1916417,1916418,1916417,3
696,1,1916670,1916671,1916670,3
697,1,1918989,1918990,1918989,4
698,1,1921045,1921046,1921045,1
699,1,1921745,1921746,1921745,4
700,1,1922670,1922671,1922670,3
701,1,1928648,1928649,1928648,3
702,1,1931580,1931581,1931580,3
703,1,1931587,1931588,1931587,2
704,1,1931966,1931967,1931966,1
705,1,1943398,1943399,1943398,1
706,1,1957917,1957918,1957917,1
707,1,1958061,1958062,1958061,4
708,1,1968520,1968521,1968520,1
709,1,1993937,1993938,1993937,1
710,1,2017202,2017203,2017202,2
711,1,2023934,2023935,2023934,2
712,1,2047418,2047419,2047418,1
713,1,2047625,2047626,2047625,1
714,1,2047887,2047888,2047887,1
715,1,2048285,2048286,2048285,1
716,1,2049200,2049201,2049200,1
717,1,2051703,2051704,2051703,1
718,1,2053182,2053183,2053182,1
719,1,2053223,2053224,2053223,1
720,1,2053978,2053979,2053978,1
721,1,2056930,2056931,2056930,1
722,1,2058036,2058037,2058036,1
723,1,2062831,2062832,2062831,1
724,1,2071582,2071583,2071582,2
725,1,2073497,2073498,2073497,2
726,1,2074471,2074472,2074471,2
727,1,2074624,2074625,2074624,2
728,1,2076704,2076705,2076704,3
729,1,2077443,2077444,2077443,3
730,1,2079172,2079173,2079172,3
731,1,2079222,2079223,2079222,3
732,1,2079939,2079940,2079939,2
733,1,2080155,2080156,2080155,2
734,1,2137483,2137484,2137483,1
735,1,2148489,2148490,2148489,1
736,1,2175323,2175324,2175323,1
737,1,2181827,2181828,2181827,4
738,1,2202633,2202634,2202633,4
739,1,2224430,2224431,2224430,2
740,1,2256901,2256902,2256901,1
741,1,2257131,2257132,2257131,1
742,1,2270303,2270304,2270303,1
743,1,2277312,2277313,2277312,1
744,1,2287526,2287527,2287526,1
745,1,2287529,2287530,2287529,1
746,1,2313882,2313883,2313882,2
747,1,2325494,2325495,2325494,1
748,1,2325579,2325580,2325579,1
749,1,2325768,2325769,2325768,1
750,1,2326256,2326257,2326256,1
751,1,2326447,2326448,2326447,1
752,1,2326879,2326880,2326879,2
753,1,2327187,2327188,2327187,1
754,1,2327501,2327502,2327501,1
755,1,2329738,2329739,2329738,1
756,1,2330544,2330545,2330544,1
757,1,2331225,2331226,2331225,1
758,1,2331983,2331984,2331983,1
759,1,2332063,2332064,2332063,1
760,1,2332227,2332228,2332227,1
761,1,2332449,2332450,2332449,1
762,1,2333258,2333259,2333258,1
763,1,2333631,2333632,2333631,1
764,1,2334519,2334520,2334519,1
765,1,2337131,2337132,2337131,1
766,1,2337141,2337142,2337141,1
767,1,2337211,2337212,2337211,2
768,1,2337229,2337230,2337229,1
769,1,2338460,2338461,2338460,2
770,1,2338570,2338571,2338570,2
771,1,2340235,2340236,2340235,1
772,1,2348378,2348379,2348378,1
773,1,2350696,2350697,2350696,1
774,1,2353743,2353744,2353743,1
775,1,2362718,2362719,2362718,3
776,1,2363405,2363406,2363405,3
777,1,2364499,2364500,2364499,3
778,1,2364657,2364658,2364657,3
779,1,2364658,2364659,2364658,3
780,1,2366021,2366022,2366021,3
781,1,2371077,2371078,2371077,3
782,1,2372759,2372760,2372759,11
783,1,2372761,2372762,2372761,3
784,1,2372762,2372763,2372762,5
785,1,2374479,2374480,2374479,2
786,1,2374713,2374714,2374713,4
787,1,2375256,2375257,2375256,4
