,Chromosome,Start_x,End,Start_y,Count
468,1,1575421,1575422,1575421,2
469,1,1575724,1575725,1575724,5
470,1,1575864,1575865,1575864,3
471,1,1577491,1577492,1577491,1
472,1,1579717,1579718,1579717,1
473,1,1580890,1580891,1580890,1
474,1,1585589,1585590,1585589,3
475,1,1585900,1585901,1585900,3
476,1,1594131,1594132,1594131,1
477,1,1594570,1594571,1594570,5
478,1,1595384,1595385,1595384,3
479,1,1596882,1596883,1596882,2
480,1,1601796,1601797,1601796,5
481,1,1604202,1604203,1604202,4
482,1,1607630,1607631,1607630,6
483,1,1612186,1612187,1612186,7
484,1,1613322,1613323,1613322,3
485,1,1613421,1613422,1613421,4
486,1,1615015,1615016,1615015,7
487,1,1615322,1615323,1615322,4
488,1,1615869,1615870,1615869,5
489,1,1616547,1616548,1616547,5
490,1,1617375,1617376,1617375,6
491,1,1618213,1618214,1618213,7
492,1,1618290,1618291,1618290,6
493,1,1619986,1619987,1619986,2
494,1,1624086,1624087,1624086,2
495,1,1624591,1624592,1624591,6
496,1,1631710,1631711,1631710,5
497,1,1636278,1636279,1636278,1
498,1,1637577,1637578,1637577,7
499,1,1638879,1638880,1638879,21
500,1,1639685,1639686,1639685,20
501,1,1641261,1641262,1641261,1
502,1,1646225,1646226,1646225,1
503,1,1646352,1646353,1646352,1
504,1,1646745,1646746,1646745,1
505,1,1648736,1648737,1648736,1
506,1,1648751,1648752,1648751,1
507,1,1648858,1648859,1648858,1
508,1,1649846,1649847,1649846,1
509,1,1652913,1652914,1652913,3
510,1,1653319,1653320,1653319,1
511,1,1657081,1657082,1657081,3
512,1,1657093,1657094,1657093,1
513,1,1658830,1658831,1658830,107
514,1,1659060,1659061,1659060,53
515,1,1659065,1659066,1659065,1
516,1,1659940,1659941,1659940,1
517,1,1661169,1661170,1661169,1
518,1,1661177,1661178,1661177,46
519,1,1662738,1662739,1662738,1
520,1,1665061,1665062,1665061,64
521,1,1665535,1665536,1665535,1
522,1,1665581,1665582,1665581,32
523,1,1667722,1667723,1667722,5
524,1,1667922,1667923,1667922,3
525,1,1667948,1667949,1667948,43
526,1,1668108,1668109,1668108,8
527,1,1668542,1668543,1668542,33
528,1,1668717,1668718,1668717,32
529,1,1668721,1668722,1668721,17
530,1,1669576,1669577,1669576,29
531,1,1669613,1669614,1669613,22
532,1,1671097,1671098,1671097,2
533,1,1671797,1671798,1671797,4
534,1,1671995,1671996,1671995,4
535,1,1673060,1673061,1673060,4
536,1,1673818,1673819,1673818,3
537,1,1674720,1674721,1674720,4
538,1,1674848,1674849,1674848,3
539,1,1674868,1674869,1674868,4
540,1,1675091,1675092,1675091,1
541,1,1675132,1675133,1675132,1
542,1,1675228,1675229,1675228,11
543,1,1676790,1676791,1676790,2
544,1,1677720,1677721,1677720,1
545,1,1677726,1677727,1677726,1
546,1,1679993,1679994,1679993,2
547,1,1680556,1680557,1680556,1
548,1,1681928,1681929,1681928,1
549,1,1684817,1684818,1684817,2
550,1,1685108,1685109,1685108,1
551,1,1686147,1686148,1686147,1
552,1,1686705,1686706,1686705,5
553,1,1687153,1687154,1687153,1
554,1,1688409,1688410,1688409,3
555,1,1688570,1688571,1688570,4
556,1,1688586,1688587,1688586,2
557,1,1688619,1688620,1688619,2
558,1,1688647,1688648,1688647,2
559,1,1689221,1689222,1689221,77
560,1,1689412,1689413,1689412,1
561,1,1689421,1689422,1689421,4
562,1,1689446,1689447,1689446,4
563,1,1689465,1689466,1689465,2
564,1,1690308,1690309,1690308,2
565,1,1690846,1690847,1690846,1
566,1,1694167,1694168,1694167,2
567,1,1695005,1695006,1695005,1
568,1,1696117,1696118,1696117,2
569,1,1696366,1696367,1696366,5
570,1,1696758,1696759,1696758,1
571,1,1697272,1697273,1697272,4
572,1,1697467,1697468,1697467,6
573,1,1703565,1703566,1703565,1
574,1,1704180,1704181,1704180,4
575,1,1704605,1704606,1704605,5
576,1,1706067,1706068,1706067,1
577,1,1706566,1706567,1706566,7
578,1,1707607,1707608,1707607,2
579,1,1707623,1707624,1707623,1
580,1,1708173,1708174,1708173,1
581,1,1708362,1708363,1708362,2
582,1,1708430,1708431,1708430,1
583,1,1713674,1713675,1713674,2
584,1,1713751,1713752,1713751,1
585,1,1714987,1714988,1714987,1
586,1,1715745,1715746,1715745,2
587,1,1716489,1716490,1716489,2
588,1,1717376,1717377,1717376,5
589,1,1717953,1717954,1717953,5
590,1,1719189,1719190,1719189,1
591,1,1720462,1720463,1720462,1
592,1,1721336,1721337,1721336,1
593,1,1724661,1724662,1724661,3
594,1,1726904,1726905,1726904,4
595,1,1728778,1728779,1728778,1
596,1,1729196,1729197,1729196,1
597,1,1730405,1730406,1730405,6
598,1,1730989,1730990,1730989,3
599,1,1731456,1731457,1731456,4
600,1,1732166,1732167,1732166,1
601,1,1732392,1732393,1732392,1
602,1,1732412,1732413,1732412,2
603,1,1732422,1732423,1732422,2
604,1,1732580,1732581,1732580,4
605,1,1733506,1733507,1733506,2
606,1,1734174,1734175,1734174,1
607,1,1734301,1734302,1734301,4
608,1,1734308,1734309,1734308,3
609,1,1735814,1735815,1735814,4
610,1,1735932,1735933,1735932,4
611,1,1738295,1738296,1738295,2
612,1,1740427,1740428,1740427,2
613,1,1741091,1741092,1741091,1
614,1,1741276,1741277,1741276,1
615,1,1742080,1742081,1742080,1
616,1,1742587,1742588,1742587,5
617,1,1742672,1742673,1742672,10
618,1,1743238,1743239,1743238,4
619,1,1743714,1743715,1743714,1
620,1,1744499,1744500,1744499,20
621,1,1744652,1744653,1744652,2
622,1,1746485,1746486,1746485,1
623,1,1747472,1747473,1747472,1
624,1,1748597,1748598,1748597,1
625,1,1748780,1748781,1748780,2
626,1,1750226,1750227,1750226,4
627,1,1750280,1750281,1750280,1
628,1,1752126,1752127,1752126,3
629,1,1752461,1752462,1752461,2
630,1,1752730,1752731,1752730,2
631,1,1753319,1753320,1753319,1
632,1,1753774,1753775,1753774,2
633,1,1754482,1754483,1754482,1
634,1,1754601,1754602,1754601,3
635,1,1755504,1755505,1755504,11
636,1,1755523,1755524,1755523,4
637,1,1755713,1755714,1755713,1
638,1,1756186,1756187,1756186,2
639,1,1756753,1756754,1756753,1
640,1,1756945,1756946,1756945,1
641,1,1757030,1757031,1757030,1
642,1,1757074,1757075,1757074,3
643,1,1757725,1757726,1757725,3
644,1,1758323,1758324,1758323,2
645,1,1758687,1758688,1758687,2
646,1,1760882,1760883,1760882,1
647,1,1764023,1764024,1764023,1
648,1,1764895,1764896,1764895,1
649,1,1768391,1768392,1768391,1
650,1,1774506,1774507,1774506,1
651,1,1774721,1774722,1774721,1
652,1,1786996,1786997,1786996,1
653,1,1789499,1789500,1789499,2
654,1,1801780,1801781,1801780,1
655,1,1813304,1813305,1813304,1
656,1,1824742,1824743,1824742,1
657,1,1837340,1837341,1837340,1
658,1,1840043,1840044,1840043,1
659,1,1845552,1845553,1845552,11
660,1,1846651,1846652,1846651,1
661,1,1850316,1850317,1850316,1
662,1,1851414,1851415,1851414,1
663,1,1851793,1851794,1851793,13
664,1,1855245,1855246,1855245,2
665,1,1855939,1855940,1855939,2
666,1,1857246,1857247,1857246,1
667,1,1857250,1857251,1857250,2
668,1,1857305,1857306,1857305,2
669,1,1870766,1870767,1870766,1
670,1,1881065,1881066,1881065,4
671,1,1881428,1881429,1881428,2
672,1,1881798,1881799,1881798,3
673,1,1882915,1882916,1882915,5
674,1,1886690,1886691,1886690,5
675,1,1892085,1892086,1892085,7
676,1,1893169,1893170,1893169,6
677,1,1896717,1896718,1896717,2
678,1,1897325,1897326,1897325,1
679,1,1898043,1898044,1898043,1
680,1,1898712,1898713,1898712,3
681,1,1899188,1899189,1899188,3
682,1,1900918,1900919,1900918,1
683,1,1902056,1902057,1902056,1
684,1,1903603,1903604,1903603,2
685,1,1903617,1903618,1903617,2
686,1,1906439,1906440,1906439,1
687,1,1907199,1907200,1907199,2
688,1,1910289,1910290,1910289,6
689,1,1910369,1910370,1910369,6
690,1,1910480,1910481,1910480,6
691,1,1912140,1912141,1912140,3
692,1,1921045,1921046,1921045,1
693,1,1921849,1921850,1921849,1
694,1,1924659,1924660,1924659,1
695,1,1927692,1927693,1927692,1
696,1,1928119,1928120,1928119,1
697,1,1929306,1929307,1929306,1
698,1,1929713,1929714,1929713,1
699,1,1931966,1931967,1931966,1
700,1,1934896,1934897,1934896,1
701,1,1938221,1938222,1938221,1
702,1,1938467,1938468,1938467,1
703,1,1942901,1942902,1942901,1
704,1,1952590,1952591,1952590,1
705,1,1964569,1964570,1964569,1
706,1,1973928,1973929,1973928,1
707,1,1986358,1986359,1986358,2
708,1,1995856,1995857,1995856,1
709,1,1997290,1997291,1997290,1
710,1,1998564,1998565,1998564,1
711,1,1999962,1999963,1999962,1
712,1,2011852,2011853,2011852,2
713,1,2012662,2012663,2012662,1
714,1,2015152,2015153,2015152,1
715,1,2015370,2015371,2015370,1
716,1,2016316,2016317,2016316,1
717,1,2016961,2016962,2016961,2
718,1,2017366,2017367,2017366,1
719,1,2018105,2018106,2018105,1
720,1,2021166,2021167,2021166,1
721,1,2022373,2022374,2022373,2
722,1,2022997,2022998,2022997,1
723,1,2024545,2024546,2024545,1
724,1,2028919,2028920,2028919,1
725,1,2033802,2033803,2033802,1
726,1,2033837,2033838,2033837,1
727,1,2039156,2039157,2039156,1
728,1,2039289,2039290,2039289,1
729,1,2047625,2047626,2047625,2
730,1,2048285,2048286,2048285,1
731,1,2049200,2049201,2049200,1
732,1,2050397,2050398,2050397,3
733,1,2051689,2051690,2051689,1
734,1,2051769,2051770,2051769,1
735,1,2051982,2051983,2051982,1
736,1,2052788,2052789,2052788,1
737,1,2053249,2053250,2053249,1
738,1,2061538,2061539,2061538,3
739,1,2078602,2078603,2078602,2
740,1,2078604,2078605,2078604,1
741,1,2085351,2085352,2085351,1
742,1,2086433,2086434,2086433,2
743,1,2094461,2094462,2094461,1
744,1,2100614,2100615,2100614,1
745,1,2102624,2102625,2102624,1
746,1,2105944,2105945,2105944,4
747,1,2117438,2117439,2117438,1
748,1,2121289,2121290,2121289,3
749,1,2128619,2128620,2128619,13
750,1,2132033,2132034,2132033,5
751,1,2132053,2132054,2132053,1
752,1,2134596,2134597,2134596,7
753,1,2135551,2135552,2135551,1
754,1,2137585,2137586,2137585,9
755,1,2143178,2143179,2143178,1
756,1,2143812,2143813,2143812,3
757,1,2148231,2148232,2148231,1
758,1,2152298,2152299,2152298,3
759,1,2163093,2163094,2163093,1
760,1,2163121,2163122,2163121,2
761,1,2165232,2165233,2165232,2
762,1,2168443,2168444,2168443,1
763,1,2173095,2173096,2173095,9
764,1,2178273,2178274,2178273,3
765,1,2179409,2179410,2179409,12
766,1,2182443,2182444,2182443,1
767,1,2187100,2187101,2187100,1
768,1,2188198,2188199,2188198,1
769,1,2188394,2188395,2188394,2
770,1,2189186,2189187,2189186,3
771,1,2189294,2189295,2189294,5
772,1,2189679,2189680,2189679,7
773,1,2197221,2197222,2197221,3
774,1,2207578,2207579,2207578,2
775,1,2207868,2207869,2207868,2
776,1,2231568,2231569,2231568,2
777,1,2234479,2234480,2234479,2
778,1,2235172,2235173,2235172,1
779,1,2235354,2235355,2235354,3
780,1,2235370,2235371,2235370,2
781,1,2237165,2237166,2237165,1
782,1,2256504,2256505,2256504,3
783,1,2273699,2273700,2273699,1
784,1,2275251,2275252,2275251,1
785,1,2284929,2284930,2284929,1
786,1,2311479,2311480,2311479,1
787,1,2331487,2331488,2331487,1
788,1,2337211,2337212,2337211,1
789,1,2338460,2338461,2338460,1
790,1,2338570,2338571,2338570,1
791,1,2342175,2342176,2342175,1
792,1,2345562,2345563,2345562,1
793,1,2346111,2346112,2346111,1
794,1,2346801,2346802,2346801,2
795,1,2347542,2347543,2347542,2
796,1,2348378,2348379,2348378,2
797,1,2349222,2349223,2349222,3
